URL,Issue_Type,Issue_Description,Severity_Score,Recommendation,Title_Issues,Meta_Issues,Heading_Issues,Image_Issues,Technical_Issues,OpenGraph_Issues,Twitter_Card_Issues,Schema_Issues,Performance_Issues
https://www.pharmacymentor.com/nhs-dsp-case-study-upw/,IMAGES_MISSING_ALT,7 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,7 images missing alt text,,,,,
https://www.pharmacymentor.com/nhs-dsp-case-study-upw/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/nhs-dsp-case-study-upw/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-booking-calendar/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-booking-calendar/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-booking-calendar/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-booking-calendar/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-booking-calendar/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/clicks-to-conversions/,TITLE_TOO_LONG,Title is too long (67 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (67 characters),,,,,,,,
https://www.pharmacymentor.com/clicks-to-conversions/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/clicks-to-conversions/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/clicks-to-conversions/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/clicks-to-conversions/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,TITLE_TOO_LONG,Title is too long (77 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (77 characters),,,,,,,,
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,META_DESC_TOO_SHORT,Meta description is too short (119 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (119 chars),,,,,,,
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/biggest-reasons-gphc-fail-pharmacies-prescribe-online/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/private-dsp-upw-case/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/private-dsp-upw-case/,IMAGES_MISSING_ALT,11 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,11 images missing alt text,,,,,
https://www.pharmacymentor.com/private-dsp-upw-case/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/private-dsp-upw-case/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/wordpress-plugin/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/wordpress-plugin/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/wordpress-plugin/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/wordpress-plugin/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/private-pharmacy-services/,TITLE_TOO_LONG,Title is too long (63 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (63 characters),,,,,,,,
https://www.pharmacymentor.com/private-pharmacy-services/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/private-pharmacy-services/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/private-pharmacy-services/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/private-pharmacy-services/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/private-pharmacy-services/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/ppc-campaigns-for-pharmacy/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/ppc-campaigns-for-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/ppc-campaigns-for-pharmacy/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/ppc-campaigns-for-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/ppc-campaigns-for-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/using-ai-in-pharmacy/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/using-ai-in-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/using-ai-in-pharmacy/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/using-ai-in-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/using-ai-in-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/the-pharmacy-show-2024/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/the-pharmacy-show-2024/,META_DESC_TOO_SHORT,Meta description is too short (109 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (109 chars),,,,,,,
https://www.pharmacymentor.com/the-pharmacy-show-2024/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/the-pharmacy-show-2024/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/the-pharmacy-show-2024/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/the-pharmacy-show-2024/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/your-pharmacy-may-be-sick-and-you-dont-even-know-it-2/,TITLE_TOO_LONG,Title is too long (70 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (70 characters),,,,,,,,
https://www.pharmacymentor.com/your-pharmacy-may-be-sick-and-you-dont-even-know-it-2/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/your-pharmacy-may-be-sick-and-you-dont-even-know-it-2/,IMAGES_MISSING_ALT,8 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,8 images missing alt text,,,,,
https://www.pharmacymentor.com/your-pharmacy-may-be-sick-and-you-dont-even-know-it-2/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/your-pharmacy-may-be-sick-and-you-dont-even-know-it-2/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/scottish-pharmacy-shows-2024/,TITLE_TOO_LONG,Title is too long (61 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (61 characters),,,,,,,,
https://www.pharmacymentor.com/scottish-pharmacy-shows-2024/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/scottish-pharmacy-shows-2024/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/scottish-pharmacy-shows-2024/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/scottish-pharmacy-shows-2024/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/drug-tarrif-pro/,TITLE_TOO_LONG,Title is too long (63 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (63 characters),,,,,,,,
https://www.pharmacymentor.com/drug-tarrif-pro/,META_DESC_TOO_SHORT,Meta description is too short (119 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (119 chars),,,,,,,
https://www.pharmacymentor.com/drug-tarrif-pro/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/drug-tarrif-pro/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/drug-tarrif-pro/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/drug-tarrif-pro/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/search-engine-optimisation/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/search-engine-optimisation/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/search-engine-optimisation/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/search-engine-optimisation/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/revnue-boost-travel-clinics/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/revnue-boost-travel-clinics/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/revnue-boost-travel-clinics/,IMAGES_MISSING_ALT,6 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,6 images missing alt text,,,,,
https://www.pharmacymentor.com/revnue-boost-travel-clinics/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/revnue-boost-travel-clinics/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/wearable-tech-pharmacy/,TITLE_TOO_LONG,Title is too long (76 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (76 characters),,,,,,,,
https://www.pharmacymentor.com/wearable-tech-pharmacy/,META_DESC_TOO_SHORT,Meta description is too short (113 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (113 chars),,,,,,,
https://www.pharmacymentor.com/wearable-tech-pharmacy/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/wearable-tech-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/wearable-tech-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/restricted-terms/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/restricted-terms/,META_DESC_TOO_SHORT,Meta description is too short (108 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (108 chars),,,,,,,
https://www.pharmacymentor.com/restricted-terms/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/restricted-terms/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/restricted-terms/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/restricted-terms/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-suppliers/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/pharmacy-suppliers/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-suppliers/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-suppliers/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-suppliers/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/how-long-until-ai-starts-to-replace-pharmacists/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/how-long-until-ai-starts-to-replace-pharmacists/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/how-long-until-ai-starts-to-replace-pharmacists/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/how-long-until-ai-starts-to-replace-pharmacists/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/how-long-until-ai-starts-to-replace-pharmacists/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/druggpt-ai-in-pharmacies/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/druggpt-ai-in-pharmacies/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/druggpt-ai-in-pharmacies/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/druggpt-ai-in-pharmacies/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/chatgpt-mastery-pharmacy/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/chatgpt-mastery-pharmacy/,IMAGES_MISSING_ALT,3 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,3 images missing alt text,,,,,
https://www.pharmacymentor.com/chatgpt-mastery-pharmacy/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/chatgpt-mastery-pharmacy/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/pharmacy-search-behaviours/,TITLE_TOO_LONG,Title is too long (64 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (64 characters),,,,,,,,
https://www.pharmacymentor.com/pharmacy-search-behaviours/,META_DESC_TOO_SHORT,Meta description is too short (116 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (116 chars),,,,,,,
https://www.pharmacymentor.com/pharmacy-search-behaviours/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/pharmacy-search-behaviours/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/pharmacy-search-behaviours/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/pharmacy-search-behaviours/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/grow-your-earwax-removal-clinic/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/grow-your-earwax-removal-clinic/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/grow-your-earwax-removal-clinic/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/grow-your-earwax-removal-clinic/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/weight-loss-injections/,TITLE_TOO_LONG,Title is too long (65 characters),75,Keep title under 60 characters for optimal search result display,Title is too long (65 characters),,,,,,,,
https://www.pharmacymentor.com/weight-loss-injections/,TITLE_DUPLICATE_WORDS,Title contains duplicate words,45,Remove duplicate words from title for better readability,Title contains duplicate words,,,,,,,,
https://www.pharmacymentor.com/weight-loss-injections/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/weight-loss-injections/,IMAGES_MISSING_ALT,4 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,4 images missing alt text,,,,,
https://www.pharmacymentor.com/weight-loss-injections/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/weight-loss-injections/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/protect-your-community-pharmacy/,ACCESS_ERROR,"Failed to access page: timeout: Timed out receiving message from renderer: 28.600
  (Session info: chrome=140.0.7339.128)
Build info: version: '4.12.0', revision: '249f2a7d1b*'
System info: os.name: 'Windows 11', os.arch: 'amd64', os.version: '10.0', java.version: '25'
Driver info: org.openqa.selenium.chrome.ChromeDriver
Command: [a1d1b40c2175608f80d8a68636ff3c00, get {url=https://www.pharmacymentor.com/protect-your-community-pharmacy/}]
Capabilities {acceptInsecureCerts: false, browserName: chrome, browserVersion: 140.0.7339.128, chrome: {chromedriverVersion: 140.0.7339.82 (bc93617e21c3..., userDataDir: C:\Users\user\AppData\Local...}, fedcm:accounts: true, goog:chromeOptions: {debuggerAddress: localhost:49515}, networkConnectionEnabled: false, pageLoadStrategy: normal, platformName: windows, proxy: Proxy(), se:cdp: ws://localhost:49515/devtoo..., se:cdpVersion: 140.0.7339.128, setWindowRect: true, strictFileInteractability: false, timeouts: {implicit: 0, pageLoad: 300000, script: 30000}, unhandledPromptBehavior: dismiss and notify, webauthn:extension:credBlob: true, webauthn:extension:largeBlob: true, webauthn:extension:minPinLength: true, webauthn:extension:prf: true, webauthn:virtualAuthenticators: true}
Session ID: a1d1b40c2175608f80d8a68636ff3c00",100,Check URL accessibility and server response,,,,,,,,,
https://www.pharmacymentor.com/paid-ads-and-seo/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/paid-ads-and-seo/,IMAGES_MISSING_ALT,2 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,2 images missing alt text,,,,,
https://www.pharmacymentor.com/paid-ads-and-seo/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
https://www.pharmacymentor.com/paid-ads-and-seo/,PERFORMANCE_CHECK_NEEDED,Consider running detailed performance audit,25,Use tools like Lighthouse to check Core Web Vitals,,,,,,,,,Consider running detailed performance audit
https://www.pharmacymentor.com/sms-marketing-campaign/,META_DESC_TOO_SHORT,Meta description is too short (118 chars),55,Expand meta description to 150-165 characters for better SERP display,,Meta description is too short (118 chars),,,,,,,
https://www.pharmacymentor.com/sms-marketing-campaign/,HEADING_HIERARCHY_BROKEN,Heading hierarchy is broken (skipped levels),55,"Maintain proper heading hierarchy (H1 > H2 > H3, etc.)",,,Heading hierarchy is broken (skipped levels),,,,,,
https://www.pharmacymentor.com/sms-marketing-campaign/,IMAGES_MISSING_ALT,5 images missing alt text,75,Add descriptive alt text to all images for accessibility and SEO,,,,5 images missing alt text,,,,,
https://www.pharmacymentor.com/sms-marketing-campaign/,IMAGE_OPTIMIZATION_NEEDED,Consider optimizing images for web,45,Compress images and use modern formats (WebP) for better performance,,,,Consider optimizing images for web,,,,,
